,Origin,Dest,Month,Prediction,lower,upper,origin_lon,origin_lat,dest_lon,dest_lat,dest_p_no_outbreak,risk_ij,risk_i,dest_municipality,dest_name,dest_region,dest_continent
11555,HAM,SCN,10,3624,3308,3970.0,10.01,53.63,7.11,49.22,1.0,0.0,0.043948239391027766,Saarbrücken,Saarbrücken Airport,DE-SL,EU
11556,MUC,SCN,10,3869,3594,4165.0,11.79,48.35,7.11,49.22,1.0,0.0,0.18536081803405602,Saarbrücken,Saarbrücken Airport,DE-SL,EU
11557,PMI,SCN,10,3091,2862,3337.0,2.73,39.55,7.11,49.22,1.0,0.0,0.064646317666194,Saarbrücken,Saarbrücken Airport,DE-SL,EU
11558,ATL,SBN,10,2622,2449,2807.0,-84.44,33.64,-86.31,41.7,1.0,0.0,0.19295304173114924,South Bend,South Bend Regional Airport,US-IN,NA
11559,PHL,SAV,10,1585,1496,1679.0,-75.24,39.88,-81.21,32.14,1.0,0.0,0.04887081854377717,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11560,ORD,SAV,10,4335,4178,4499.0,-87.99,41.98,-81.21,32.14,1.0,0.0,0.24052309468401256,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11561,MIA,SAV,10,1241,1188,1297.0,-80.28,25.8,-81.21,32.14,1.0,0.0,0.1861392334719877,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11562,IAD,SAT,10,3306,3195,3420.0,-77.45,38.95,-98.47,29.52,1.0,0.0,0.10703267692035845,San Antonio,San Antonio International Airport,US-TX,NA
11563,IAH,SAT,10,27981,26918,29085.0,-95.34,29.98,-98.47,29.52,1.0,0.0,0.1233751909090608,San Antonio,San Antonio International Airport,US-TX,NA
11564,LAS,SAT,10,14225,13720,14749.0,-115.15,36.09,-98.47,29.52,1.0,0.0,0.08547382053125196,San Antonio,San Antonio International Airport,US-TX,NA
11565,LAX,SAT,10,12110,11653,12584.0,-118.41,33.94,-98.47,29.52,1.0,0.0,0.2766725756447104,San Antonio,San Antonio International Airport,US-TX,NA
11566,MCO,SAT,10,7392,7142,7649.0,-81.31,28.43,-98.47,29.52,1.0,0.0,0.12410038514803401,San Antonio,San Antonio International Airport,US-TX,NA
11567,MDW,SAT,10,6379,6160,6605.0,-87.74,41.79,-98.47,29.52,1.0,0.0,0.024203477011257912,San Antonio,San Antonio International Airport,US-TX,NA
11568,MEM,SAT,10,4230,4066,4402.0,-89.98,35.04,-98.47,29.52,1.0,0.0,0.01598150278853938,San Antonio,San Antonio International Airport,US-TX,NA
11569,MEX,SAT,10,5778,5490,6082.0,-99.07,19.44,-98.47,29.52,1.0,0.0,0.0874301921663917,San Antonio,San Antonio International Airport,US-TX,NA
11570,MSP,SAT,10,6038,5840,6242.0,-93.21,44.88,-98.47,29.52,1.0,0.0,0.07132543471919928,San Antonio,San Antonio International Airport,US-TX,NA
11571,MTY,SAT,10,441,402,484.0,-100.11,25.78,-98.47,29.52,1.0,0.0,0.07064393716467277,San Antonio,San Antonio International Airport,US-TX,NA
11572,ORD,SAT,10,16523,16008,17055.0,-87.99,41.98,-98.47,29.52,1.0,0.0,0.24052309468401256,San Antonio,San Antonio International Airport,US-TX,NA
11573,PHX,SAT,10,18154,17485,18849.0,-112.0,33.44,-98.47,29.52,1.0,0.0,0.06301933909611612,San Antonio,San Antonio International Airport,US-TX,NA
11574,SAN,SAT,10,6119,5773,6487.0,-117.2,32.73,-98.47,29.52,1.0,0.0,0.03121322846631769,San Antonio,San Antonio International Airport,US-TX,NA
11575,SFO,SAT,10,1639,1587,1693.0,-122.39,37.62,-98.47,29.52,1.0,0.0,0.21412398185515635,San Antonio,San Antonio International Airport,US-TX,NA
11576,SLC,SAT,10,3469,3350,3592.0,-111.98,40.79,-98.47,29.52,1.0,0.0,0.03644107684369724,San Antonio,San Antonio International Airport,US-TX,NA
11577,SLP,SAT,10,115,104,127.0,-100.94,22.26,-98.47,29.52,1.0,0.0,0.007163642646798696,San Antonio,San Antonio International Airport,US-TX,NA
11578,TPA,SAT,10,3143,3036,3253.0,-82.54,27.98,-98.47,29.52,1.0,0.0,0.051318259317327364,San Antonio,San Antonio International Airport,US-TX,NA
11579,ATL,SAV,10,31312,30191,32475.0,-84.44,33.64,-81.21,32.14,1.0,0.0,0.19295304173114924,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11580,CLT,SAV,10,12620,12252,12999.0,-80.94,35.22,-81.21,32.14,1.0,0.0,0.08545084495508937,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11581,CVG,SAV,10,2203,2106,2305.0,-84.66,39.06,-81.21,32.14,1.0,0.0,0.02341648770022553,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11582,DCA,SAV,10,377,365,390.0,-77.04,38.85,-81.21,32.14,1.0,0.0,0.07140724008730848,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11583,DFW,SAV,10,3959,3829,4094.0,-97.04,32.9,-81.21,32.14,1.0,0.0,0.13127883790981232,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11584,DTW,SAV,10,1366,1318,1417.0,-83.36,42.21,-81.21,32.14,1.0,0.0,0.09255956941629317,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11585,EWR,SAV,10,3299,3064,3552.0,-74.18,40.69,-81.21,32.14,1.0,0.0,0.09213670987637756,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11586,IAD,SAV,10,4976,4807,5151.0,-77.45,38.95,-81.21,32.14,1.0,0.0,0.10703267692035845,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11587,IAH,SAV,10,2698,2602,2796.0,-95.34,29.98,-81.21,32.14,1.0,0.0,0.1233751909090608,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11588,LGA,SAV,10,3110,2967,3261.0,-73.87,40.77,-81.21,32.14,1.0,0.0,0.0240383969017387,Savannah,Savannah Hilton Head International Airport,US-GA,NA
11589,ORY,QSF,10,870,717,1057.0,2.36,48.73,5.33,36.18,1.0,0.0,0.04659102991836073,Sétif,Ain Arnat Airport,DZ-19,AF
11590,MTY,QRO,10,1754,1507,2042.0,-100.11,25.78,-100.38,20.6,1.0,0.0,0.07064393716467277,Querétaro,Querétaro Intercontinental Airport,MX-QUE,NA
11591,ASF,SCO,10,216,164,286.0,48.0,46.29,51.1,43.87,1.0,0.0,0.006787803029083106,Aktau,Aktau Airport,KZ-MAN,AS
11592,MCO,PTY,10,6546,6139,6979.0,-81.31,28.43,-79.39,9.07,1.0,0.0,0.12410038514803401,Tocumen,Tocumen International Airport,PA-8,NA
11593,GIG,PTY,10,2685,2487,2898.0,-43.25,-22.81,-79.39,9.07,1.0,0.0,0.13952149412452075,Tocumen,Tocumen International Airport,PA-8,NA
11594,GRU,PTY,10,7031,6469,7642.0,-46.48,-23.43,-79.39,9.07,1.0,0.0,0.23258539699603453,Tocumen,Tocumen International Airport,PA-8,NA
11595,GUA,PTY,10,9633,8815,10527.0,-90.53,14.59,-79.39,9.07,1.0,0.0,0.005993179535621729,Tocumen,Tocumen International Airport,PA-8,NA
11596,GYE,PTY,10,4487,3943,5107.0,-79.88,-2.14,-79.39,9.07,1.0,0.0,0.013718004206591528,Tocumen,Tocumen International Airport,PA-8,NA
11597,HAV,PTY,10,11320,10238,12516.0,-82.41,23.0,-79.39,9.07,1.0,0.0,0.014533385382977326,Tocumen,Tocumen International Airport,PA-8,NA
11598,IAD,PTY,10,2634,2456,2825.0,-77.45,38.95,-79.39,9.07,1.0,0.0,0.10703267692035845,Tocumen,Tocumen International Airport,PA-8,NA
11599,IAH,PTY,10,6256,5852,6688.0,-95.34,29.98,-79.39,9.07,1.0,0.0,0.1233751909090608,Tocumen,Tocumen International Airport,PA-8,NA
11600,JFK,PTY,10,3442,3220,3680.0,-73.79,40.64,-79.39,9.07,1.0,0.0,0.2472619383003961,Tocumen,Tocumen International Airport,PA-8,NA
11601,KIN,PTY,10,719,622,830.0,-76.78,17.94,-79.39,9.07,1.0,0.0,0.01063407612349554,Tocumen,Tocumen International Airport,PA-8,NA
11602,LAX,PTY,10,3138,2826,3484.0,-118.41,33.94,-79.39,9.07,1.0,0.0,0.2766725756447104,Tocumen,Tocumen International Airport,PA-8,NA
11603,LIM,PTY,10,8215,7345,9188.0,-77.11,-12.02,-79.39,9.07,1.0,0.0,0.03410063852358025,Tocumen,Tocumen International Airport,PA-8,NA
11604,MAO,PTY,10,785,717,859.0,-60.05,-3.03,-79.39,9.07,1.0,0.0,0.020227316469253576,Tocumen,Tocumen International Airport,PA-8,NA
11605,MAR,PTY,10,2244,2024,2488.0,-71.72,10.56,-79.39,9.07,1.0,0.0,3.181235922744552e-05,Tocumen,Tocumen International Airport,PA-8,NA
11606,MDE,PTY,10,7224,6033,8651.0,-75.43,6.17,-79.39,9.07,1.0,0.0,0.012370734083775758,Tocumen,Tocumen International Airport,PA-8,NA
11607,FLL,PTY,10,1297,1183,1422.0,-80.14,26.07,-79.39,9.07,1.0,0.0,0.10259958294568572,Tocumen,Tocumen International Airport,PA-8,NA
11608,MEX,PTY,10,8508,7817,9260.0,-99.07,19.44,-79.39,9.07,1.0,0.0,0.0874301921663917,Tocumen,Tocumen International Airport,PA-8,NA
11609,MGA,PTY,10,3923,3331,4621.0,-86.17,12.14,-79.39,9.07,1.0,0.0,0.0,Tocumen,Tocumen International Airport,PA-8,NA
11610,MIA,PTY,10,16161,14858,17579.0,-80.28,25.8,-79.39,9.07,1.0,0.0,0.1861392334719877,Tocumen,Tocumen International Airport,PA-8,NA
11611,MVD,PTY,10,2588,2385,2808.0,-56.03,-34.84,-79.39,9.07,1.0,0.0,0.01117718644666399,Tocumen,Tocumen International Airport,PA-8,NA
11612,PAP,PTY,10,739,661,827.0,-72.29,18.58,-79.39,9.07,1.0,0.0,0.007132842742857304,Tocumen,Tocumen International Airport,PA-8,NA
11613,PEI,PTY,10,1568,1291,1903.0,-75.74,4.82,-79.39,9.07,1.0,0.0,0.002679599769262353,Tocumen,Tocumen International Airport,PA-8,NA
11614,SCL,PTY,10,5066,4569,5616.0,-70.79,-33.4,-79.39,9.07,1.0,0.0,0.07079050006799825,Tocumen,Tocumen International Airport,PA-8,NA
11615,SDQ,PTY,10,8466,7491,9570.0,-69.68,18.43,-79.39,9.07,1.0,0.0,0.024597719826875974,Tocumen,Tocumen International Airport,PA-8,NA
11616,SJO,PTY,10,18851,14594,24348.0,-84.2,10.0,-79.39,9.07,1.0,0.0,0.01798160820145822,Tocumen,Tocumen International Airport,PA-8,NA
11617,SJU,PTY,10,4138,3722,4601.0,-66.0,18.44,-79.39,9.07,1.0,0.0,0.029150228767671593,Tocumen,Tocumen International Airport,PA-8,NA
11618,STI,PTY,10,1520,1389,1664.0,-70.6,19.4,-79.39,9.07,1.0,0.0,0.013133650237025396,Tocumen,Tocumen International Airport,PA-8,NA
11619,UIO,PTY,10,4749,4307,5236.0,-78.49,-0.15,-79.39,9.07,1.0,0.0,0.009617023630646204,Tocumen,Tocumen International Airport,PA-8,NA
11620,VLN,PTY,10,1816,1639,2013.0,-67.92,10.15,-79.39,9.07,1.0,0.0,0.00019242791935414338,Tocumen,Tocumen International Airport,PA-8,NA
11621,GDL,PTY,10,1090,1005,1183.0,-103.3,20.53,-79.39,9.07,1.0,0.0,0.07323357651184548,Tocumen,Tocumen International Airport,PA-8,NA
11622,EZE,PTY,10,7790,7237,8386.0,-58.54,-34.81,-79.39,9.07,1.0,0.0,0.07128838179714814,Tocumen,Tocumen International Airport,PA-8,NA
11623,IAH,QRO,10,1145,1009,1298.0,-95.34,29.98,-100.38,20.6,1.0,0.0,0.1233751909090608,Querétaro,Querétaro Intercontinental Airport,MX-QUE,NA
11624,SJU,PTP,10,1178,1008,1378.0,-66.0,18.44,-61.53,16.27,1.0,0.0,0.029150228767671593,Pointe-à-Pitre,Pointe-à-Pitre Le Raizet,GP-U-A,NA
11625,CLO,PSO,10,1412,1168,1707.0,-76.38,3.54,-77.25,1.47,1.0,0.0,0.012385609114388685,Pasto,Antonio Narino Airport,CO-NAR,SA
11626,BGY,PSR,10,5992,5492,6537.0,9.7,45.67,14.19,42.43,1.0,0.0,0.015141333539794632,Pescara,Pescara International Airport,IT-65,EU
11627,CAG,PSR,10,1396,1259,1547.0,9.06,39.25,14.19,42.43,1.0,0.0,0.004074376737376317,Pescara,Pescara International Airport,IT-65,EU
11628,EIN,PSR,10,1628,1437,1843.0,5.39,51.46,14.19,42.43,1.0,0.0,0.006763524549166511,Pescara,Pescara International Airport,IT-65,EU
11629,LIN,PSR,10,2960,2698,3247.0,9.26,45.45,14.19,42.43,1.0,0.0,0.029887444853062384,Pescara,Pescara International Airport,IT-65,EU
11630,MXP,PSR,10,752,694,815.0,8.71,45.63,14.19,42.43,1.0,0.0,0.15077426521104753,Pescara,Pescara International Airport,IT-65,EU
11631,STN,PSR,10,2853,2614,3115.0,0.26,51.89,14.19,42.43,1.0,0.0,0.013216888732441645,Pescara,Pescara International Airport,IT-65,EU
11632,TIA,PSR,10,1275,1148,1417.0,19.71,41.42,14.19,42.43,1.0,0.0,0.00965912068258623,Pescara,Pescara International Airport,IT-65,EU
11633,TRN,PSR,10,330,300,363.0,7.64,45.19,14.19,42.43,1.0,0.0,0.016242270253193247,Pescara,Pescara International Airport,IT-65,EU
11634,YYZ,PSR,10,410,377,445.0,-79.61,43.68,14.19,42.43,1.0,0.0,0.13438322406067327,Pescara,Pescara International Airport,IT-65,EU
11635,JNB,PTG,10,1896,1607,2236.0,28.23,-26.13,29.97,-23.92,1.0,0.0,0.13443213112036334,Polokwane,Polokwane International Airport,ZA-NP,AF
11636,ORY,PTP,10,23534,20906,26491.0,2.36,48.73,-61.53,16.27,1.0,0.0,0.04659102991836073,Pointe-à-Pitre,Pointe-à-Pitre Le Raizet,GP-U-A,NA
11637,PAP,PTP,10,3282,2185,4929.0,-72.29,18.58,-61.53,16.27,1.0,0.0,0.007132842742857304,Pointe-à-Pitre,Pointe-à-Pitre Le Raizet,GP-U-A,NA
11638,YUL,PTP,10,380,335,431.0,-73.75,45.46,-61.53,16.27,1.0,0.0,0.07590231334721254,Pointe-à-Pitre,Pointe-à-Pitre Le Raizet,GP-U-A,NA
11639,EWR,PTY,10,3287,3042,3551.0,-74.18,40.69,-79.39,9.07,1.0,0.0,0.09213670987637756,Tocumen,Tocumen International Airport,PA-8,NA
11640,AMS,PTY,10,4933,4584,5307.0,4.76,52.31,-79.39,9.07,1.0,0.0,0.27803602031716124,Tocumen,Tocumen International Airport,PA-8,NA
11641,ATL,PTY,10,3582,3353,3828.0,-84.44,33.64,-79.39,9.07,1.0,0.0,0.19295304173114924,Tocumen,Tocumen International Airport,PA-8,NA
11642,AUA,PTY,10,1341,1209,1487.0,-70.01,12.5,-79.39,9.07,1.0,0.0,0.008262640393759013,Tocumen,Tocumen International Airport,PA-8,NA
11643,BAQ,PTY,10,2773,2437,3157.0,-74.78,10.89,-79.39,9.07,1.0,0.0,0.006518259447925057,Tocumen,Tocumen International Airport,PA-8,NA
11644,BGA,PTY,10,1195,1056,1353.0,-73.18,7.13,-79.39,9.07,1.0,0.0,0.004306041245055958,Tocumen,Tocumen International Airport,PA-8,NA
11645,BOG,PTY,10,17179,15908,18550.0,-74.14,4.7,-79.39,9.07,1.0,0.0,0.05319904201185266,Tocumen,Tocumen International Airport,PA-8,NA
11646,CCS,PTY,10,15444,14374,16593.0,-67.01,10.6,-79.39,9.07,1.0,0.0,0.024568733265651566,Tocumen,Tocumen International Airport,PA-8,NA
11647,CLO,PTY,10,6298,5615,7064.0,-76.38,3.54,-79.39,9.07,1.0,0.0,0.012385609114388685,Tocumen,Tocumen International Airport,PA-8,NA
11648,CNF,PTY,10,1032,956,1114.0,-43.96,-19.63,-79.39,9.07,1.0,0.0,0.10035062143177276,Tocumen,Tocumen International Airport,PA-8,NA
11649,COR,PTY,10,2331,2120,2564.0,-64.21,-31.32,-79.39,9.07,1.0,0.0,0.01189052158229531,Tocumen,Tocumen International Airport,PA-8,NA
11650,CTG,PTY,10,3189,2785,3652.0,-75.52,10.45,-79.39,9.07,1.0,0.0,0.008581402278317718,Tocumen,Tocumen International Airport,PA-8,NA
11651,CUN,PTY,10,4840,4241,5523.0,-86.87,21.04,-79.39,9.07,1.0,0.0,0.07859616880290721,Tocumen,Tocumen International Airport,PA-8,NA
11652,DFW,PTY,10,519,486,553.0,-97.04,32.9,-79.39,9.07,1.0,0.0,0.13127883790981232,Tocumen,Tocumen International Airport,PA-8,NA
11653,VVI,PTY,10,1278,1150,1420.0,-63.14,-17.65,-79.39,9.07,1.0,0.0,0.004962417722824464,Tocumen,Tocumen International Airport,PA-8,NA
11654,DEN,PUB,10,801,662,970.0,-104.67,39.85,-104.5,38.29,1.0,0.0,0.0746648951082095,Pueblo,Pueblo Memorial Airport,US-CO,NA
11655,CDG,PUF,10,10741,9939,11608.0,2.57,49.0,-0.41,43.38,1.0,0.0,0.36857735464721275,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,FR-NAQ,EU
11656,YEG,PVR,10,466,429,507.0,-113.58,53.31,-105.25,20.68,1.0,0.0,0.011141493367039401,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11657,GDL,PVR,10,6026,5601,6484.0,-103.3,20.53,-105.25,20.68,1.0,0.0,0.07323357651184548,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11658,IAH,PVR,10,6217,5881,6572.0,-95.34,29.98,-105.25,20.68,1.0,0.0,0.1233751909090608,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11659,LAX,PVR,10,6827,6382,7302.0,-118.41,33.94,-105.25,20.68,1.0,0.0,0.2766725756447104,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11660,MCI,PVR,10,182,171,193.0,-94.72,39.29,-105.25,20.68,1.0,0.0,0.02197909652509078,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11661,MEX,PVR,10,14670,13880,15506.0,-99.07,19.44,-105.25,20.68,1.0,0.0,0.0874301921663917,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11662,MSP,PVR,10,575,541,610.0,-93.21,44.88,-105.25,20.68,1.0,0.0,0.07132543471919928,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11663,MTY,PVR,10,1934,1813,2063.0,-100.11,25.78,-105.25,20.68,1.0,0.0,0.07064393716467277,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11664,ORD,PVR,10,2320,2182,2467.0,-87.99,41.98,-105.25,20.68,1.0,0.0,0.24052309468401256,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11665,PHX,PVR,10,6846,6380,7346.0,-112.0,33.44,-105.25,20.68,1.0,0.0,0.06301933909611612,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11666,SFO,PVR,10,5600,5283,5937.0,-122.39,37.62,-105.25,20.68,1.0,0.0,0.21412398185515635,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11667,SLC,PVR,10,515,485,548.0,-111.98,40.79,-105.25,20.68,1.0,0.0,0.03644107684369724,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11668,TIJ,PVR,10,1896,1750,2055.0,-116.97,32.55,-105.25,20.68,1.0,0.0,0.04274769762235686,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11669,TLC,PVR,10,4581,4059,5170.0,-99.67,19.28,-105.25,20.68,1.0,0.0,0.00774475576918332,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11670,YVR,PVR,10,449,408,495.0,-123.18,49.19,-105.25,20.68,1.0,0.0,0.10333460596700961,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11671,LYS,PUF,10,3225,2906,3578.0,5.08,45.72,-0.41,43.38,1.0,0.0,0.04095213716417656,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,FR-NAQ,EU
11672,YWG,PVR,10,2240,2049,2449.0,-97.23,49.9,-105.25,20.68,1.0,0.0,0.006538226449536277,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11673,YXU,PVR,10,522,436,625.0,-81.15,43.03,-105.25,20.68,1.0,0.0,0.0013503809138213363,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11674,YYC,PVR,10,1272,1178,1373.0,-114.01,51.13,-105.25,20.68,1.0,0.0,0.024887658769122356,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11675,YYZ,PVR,10,2537,2379,2704.0,-79.61,43.68,-105.25,20.68,1.0,0.0,0.13438322406067327,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11676,DME,PWQ,10,414,325,529.0,37.9,55.41,77.07,52.18,1.0,0.0,0.04597947656841439,Pavlodar,Pavlodar Airport,KZ-PAV,AS
11677,TSE,PWQ,10,503,370,683.0,71.46,51.03,77.07,52.18,1.0,0.0,0.006055947117729832,Pavlodar,Pavlodar Airport,KZ-PAV,AS
11678,DAD,PXU,10,733,455,1182.0,108.2,16.06,108.01,14.01,1.0,0.0,0.05636878919457122,Pleiku,Pleiku Airport,VN-30,AS
11679,HAN,PXU,10,921,790,1074.0,105.8,21.21,108.01,14.01,1.0,0.0,0.15005694732597186,Pleiku,Pleiku Airport,VN-30,AS
11680,SGN,PXU,10,2208,1764,2764.0,106.66,10.81,108.01,14.01,1.0,0.0,0.16782674807977316,Pleiku,Pleiku Airport,VN-30,AS
11681,JNB,PZB,10,1690,1429,1998.0,28.23,-26.13,30.4,-29.64,1.0,0.0,0.13443213112036334,Pietermaritzburg,Pietermaritzburg Airport,ZA-NL,AF
11682,DSK,PZH,10,112,54,231.0,70.9,31.92,69.5,31.33,1.0,0.0,0.0,Fort Sandeman,Zhob Airport,PK-BA,AS
11683,UET,PZH,10,115,66,202.0,66.95,30.25,69.5,31.33,1.0,0.0,0.0018536799574470075,Fort Sandeman,Zhob Airport,PK-BA,AS
11684,KRT,PZU,10,2628,2008,3439.0,32.55,15.59,37.21,19.58,1.0,0.0,0.02765780742261814,Port Sudan,Port Sudan New International Airport,SD-26,AF
11685,EWR,PVR,10,1048,964,1140.0,-74.18,40.69,-105.25,20.68,1.0,0.0,0.09213670987637756,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11686,DFW,PVR,10,6522,6163,6901.0,-97.04,32.9,-105.25,20.68,1.0,0.0,0.13127883790981232,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11687,DEN,PVR,10,1437,1346,1533.0,-104.67,39.85,-105.25,20.68,1.0,0.0,0.0746648951082095,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11688,ATL,PVR,10,669,630,710.0,-84.44,33.64,-105.25,20.68,1.0,0.0,0.19295304173114924,Puerto Vallarta,Licenciado Gustavo Díaz Ordaz International Airport,MX-JAL,NA
11689,ORY,PUF,10,17653,16274,19149.0,2.36,48.73,-0.41,43.38,1.0,0.0,0.04659102991836073,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,FR-NAQ,EU
11690,STN,PUF,10,1688,1537,1853.0,0.26,51.89,-0.41,43.38,1.0,0.0,0.013216888732441645,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,FR-NAQ,EU
11691,PMC,PUQ,10,6245,4911,7942.0,-73.1,-41.43,-70.84,-53.01,1.0,0.0,0.0006957871596637855,Punta Arenas,Pdte. Carlos Ibañez del Campo Airport,CL-MA,SA
11692,SCL,PUQ,10,3454,3038,3926.0,-70.79,-33.4,-70.84,-53.01,1.0,0.0,0.07079050006799825,Punta Arenas,Pdte. Carlos Ibañez del Campo Airport,CL-MA,SA
11693,ATL,PVD,10,6155,5963,6352.0,-84.44,33.64,-71.44,41.73,1.0,0.0,0.19295304173114924,Providence,Theodore Francis Green State Airport,US-RI,NA
11694,BNA,PVD,10,3247,3140,3358.0,-86.67,36.13,-71.44,41.73,1.0,0.0,0.018821012631649148,Providence,Theodore Francis Green State Airport,US-RI,NA
11695,BWI,PVD,10,29958,29032,30913.0,-76.67,39.18,-71.44,41.73,1.0,0.0,0.026775340158481487,Providence,Theodore Francis Green State Airport,US-RI,NA
11696,CLE,PVD,10,4511,4344,4685.0,-81.84,41.41,-71.44,41.73,1.0,0.0,0.03522735257666332,Providence,Theodore Francis Green State Airport,US-RI,NA
11697,CLT,PVD,10,17511,17082,17951.0,-80.94,35.22,-71.44,41.73,1.0,0.0,0.08545084495508937,Providence,Theodore Francis Green State Airport,US-RI,NA
11698,DCA,PVD,10,8160,7943,8383.0,-77.04,38.85,-71.44,41.73,1.0,0.0,0.07140724008730848,Providence,Theodore Francis Green State Airport,US-RI,NA
11699,DTW,PVD,10,9227,8922,9542.0,-83.36,42.21,-71.44,41.73,1.0,0.0,0.09255956941629317,Providence,Theodore Francis Green State Airport,US-RI,NA
11700,EWR,PVD,10,5775,5375,6205.0,-74.18,40.69,-71.44,41.73,1.0,0.0,0.09213670987637756,Providence,Theodore Francis Green State Airport,US-RI,NA
11701,FLL,PVD,10,6311,6063,6569.0,-80.14,26.07,-71.44,41.73,1.0,0.0,0.10259958294568572,Providence,Theodore Francis Green State Airport,US-RI,NA
11702,IAD,PVD,10,7362,7133,7598.0,-77.45,38.95,-71.44,41.73,1.0,0.0,0.10703267692035845,Providence,Theodore Francis Green State Airport,US-RI,NA
11703,LAS,PVD,10,3595,3462,3734.0,-115.15,36.09,-71.44,41.73,1.0,0.0,0.08547382053125196,Providence,Theodore Francis Green State Airport,US-RI,NA
11704,LGA,PVD,10,3730,3564,3904.0,-73.87,40.77,-71.44,41.73,1.0,0.0,0.0240383969017387,Providence,Theodore Francis Green State Airport,US-RI,NA
11705,MCO,PVD,10,18007,17366,18672.0,-81.31,28.43,-71.44,41.73,1.0,0.0,0.12410038514803401,Providence,Theodore Francis Green State Airport,US-RI,NA
11706,MDW,PVD,10,12081,11661,12517.0,-87.74,41.79,-71.44,41.73,1.0,0.0,0.024203477011257912,Providence,Theodore Francis Green State Airport,US-RI,NA
11707,MSP,PVD,10,1735,1678,1793.0,-93.21,44.88,-71.44,41.73,1.0,0.0,0.07132543471919928,Providence,Theodore Francis Green State Airport,US-RI,NA
11708,ORD,PVD,10,9433,9147,9729.0,-87.99,41.98,-71.44,41.73,1.0,0.0,0.24052309468401256,Providence,Theodore Francis Green State Airport,US-RI,NA
11709,PHL,PVD,10,26982,25685,28344.0,-75.24,39.88,-71.44,41.73,1.0,0.0,0.04887081854377717,Providence,Theodore Francis Green State Airport,US-RI,NA
11710,PHX,PVD,10,3371,3248,3500.0,-112.0,33.44,-71.44,41.73,1.0,0.0,0.06301933909611612,Providence,Theodore Francis Green State Airport,US-RI,NA
11711,TPA,PVD,10,7092,6845,7348.0,-82.54,27.98,-71.44,41.73,1.0,0.0,0.051318259317327364,Providence,Theodore Francis Green State Airport,US-RI,NA
11712,YYZ,PVD,10,682,653,712.0,-79.61,43.68,-71.44,41.73,1.0,0.0,0.13438322406067327,Providence,Theodore Francis Green State Airport,US-RI,NA
11713,CGB,PVH,10,5496,4608,6554.0,-56.12,-15.65,-63.9,-8.71,1.0,0.0,0.007819443427517059,Porto Velho,Governador Jorge Teixeira de Oliveira Airport,BR-RO,SA
