country,1966,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,49.9,,,,,,,15,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,62.4,,,59.1,,,,,,16.2,,23.7,,,28.9,,,18.2,16.6,,13.3,,,8.3,8,,6.2,,4,,,
Panama,,,,,,,,,,,,8.1,,,,,,,,,,23.7,,21.8,,,,16.3,,15,15.1,13.4,12.4,15.5,11.2,11.1,10.1,9.9,10.5,7.8,5.2,3.2,4.5,3,4.1,2.8,3.5,2,2.2,2.5,1.7
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,16.9,17.7,16.4,17.4,15.2,12,13.6,15.5,13.5,11.1,9.1,7.1,5.5,5.2,4.8,4.4,3.7,3.6,3.5,3.4,2.7
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,13,,,14.4,,,10.7,,,10.4,,,6,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,,,,,,,,,,,,,38,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.9,0.6,0.4,0.2,0.3,0.3,0.3,0.2,0.4,0.3,0.4,0.2,0.3,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.1,0.3,0.1,0.2,0.1,0.5,0.7,0.8,0.5,0.5,0.4,0.4,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11.9,,10.4,,9.9,,8.6,12.8,7.8,5.4,5.8,7.6,7.4,3.9,5.4,5.2,4.6,3.2,1.7,2.2,1.7,1.5,1,1.4
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.7,0.3,1.5,,0.3,0.2,0.2,,,,,0.8,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,4.9,3.7,2.8,3.8,4.9,5.6,6,6.5,4.6,2.8,3.1,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,4.8,1.6,2.4,4.5,3.1,1.8,1.1,1.1,1,0.8,0.5,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,69.1,,,,,63.2,,,57.9,,,56.5,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,,,,,12.2,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,68.4,,,57.4,,,,,,,49.1,,,,38.3,,,,,,38.5,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,25.1,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,72.9,,,,,,,,,,,,,,73,,,,,,,,54.7,,,,,,,43
El Salvador,,,,,,,,,,,,,,,,,,,,,,18.2,,20.9,,,,12.7,14.5,,20.3,16.5,12.4,13.6,14.1,15,11,10.6,7.1,4.7,7,6.8,5.7,4.7,4.2,3.4,3.1,2,2.3,1.9,1.5
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.8,6.9,6.6,6.4,5.4,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,,,,,,34.6,,,,,,,35.6,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0.6,0.7,1.3,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,
Sweden,7.7,,,,,,,0.5,,,,,,0.2,,,,,,0.2,,,,,0.2,,,0.2,,,,,0,,,0.3,0.4,1,0.3,0.4,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.4,0.3,0.2,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,,,,,,48.9,,,,,,,,,43,,,,,,,29.2,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,,,,,,,,38.1,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,,,,,55,,,,51.1,,,
Thailand,,,,,,,,,,,,,,19.3,,,,,,,14,,9.2,,6.6,,3.1,,2.2,,1.5,2.5,2.4,,1.1,,0.7,,0.7,0.3,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,,,,27,13.3,,,9.2,,4,,,,,,4.1,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,37.4,,,,,,,22,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,1.1,,,,,,1,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,0.4,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,15.1,,,,,10.7,,,,,11.8,,,,,6,,,,,3.4,,,,,2,,,,,0.2,,,
Turkey,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,3,,,,,,,,2.1,3.9,2,2.3,1.8,1.3,0.6,0.7,0.8,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0
